,BG_CDH9_TLL1_Ex,BG_KIAA1217_CACNA1G_Ex,BG_MEIS2_SVIL_Ex,BG_POSTN_NXPH1_Ex,BG_SCN4B_RGS7_Ex,BG_ZFHX4_SLIT1_Ex
PV_Central,0.069139170136706,0.13336248566244463,0.43799275940562393,0.025620101306863697,0.0275559990095934,0.13818745708365965
PV_Periventral,0.12946722676370692,0.12833511032235728,0.053238032388369536,0.36593715150268596,0.3525583822473515,0.05781453446825894
