,BG_CABP7_MEIS2_Ex,BG_CCK_ZFHX4_Ex,BG_KIAA1217_CACNA1G_Ex,BG_NTS_ZFHX4_Ex,BG_NXPH1_POSTN_Ex,BG_PENK_SCN4B_Ex,BG_SLIT2_ETV1_Ex,BG_SLIT2_ZFHX4_Ex,BG_SPON1_TAC1_Ex
PV_Central,0.43799275940562393,0.1490258958278214,0.13336248566244463,0.15560847710726472,0.025620101306863697,0.027555999009593397,0.069139170136706,0.12190903659726057,0.0625636168166083
PV_Periventral,0.053238032388369536,0.039477090452384525,0.12833511032235728,0.04826918099686954,0.36593715150268596,0.3525583822473515,0.12946722676370692,0.08750070794354423,0.04839460751813081
