"","ADARB2_GRIK1_Inh","CABP7_CACNA1G_Ex","CABP7_MEIS2_Ex","CADPS2_GATA3_Inh","CCK_ZFHX4_Ex","EMX2_PENK_Inh","FOXP2_TCF7L2_Ex","GATA3_DACH1_Inh","GATA3_LYPD1_Inh","GRIA4_ETV1_Ex","IRX1_IRX2_Inh","KIAA1217_CACNA1G_Ex","KIAA1217_GRIK1_Ex","LYPD1_SCN4B_Ex","MEIS1_ST18_Inh","MEIS2_CALB2_Inh","MEIS2_NDNF_Inh","MEIS2_PAX7_Inh","MEIS2_RELN_Inh","NTNG2_CACNA1G_Ex","NTS_ZFHX4_Ex","NXPH1_POSTN_Ex","PCP4_CADPS2_Inh","PENK_SCN4B_Ex","PVALB_EBF1_Inh","PVALB_LYPD1_Inh","RELN_FOXP2_Inh","RSPO3_SPON1_Ex","SLIT2_ETV1_Ex","SLIT2_FXYD6_Ex","SLIT2_ZFHX4_Ex","SPON1_MEIS2_Ex","SPON1_TAC1_Ex","SST_CACNA1G_Ex","VIP_SOX6_Ex","ZFHX4_CHL1_Inh","ZFHX4_GATA3_Inh","ZFHX4_PAX7_Inh","ZIC1_ZIC2_Ex"
"30064771081700",4.82646385251798e-05,0.0938172080976416,4.82646385022676e-05,4.82646375607092e-05,4.82646385023301e-05,0.537118646012757,4.8264638502277e-05,4.8264638502275e-05,4.82646385022812e-05,4.82646385022098e-05,4.82646385022753e-05,4.82646385451505e-05,4.82646385036223e-05,4.82646392947115e-05,0.00372289002118467,4.82646385022774e-05,4.8264638502485e-05,4.82646385025253e-05,4.82646385022759e-05,4.82646385021803e-05,0.142864489995426,4.82646382649415e-05,4.82646384480332e-05,0.0650116340316399,4.826463850223e-05,0.0476280102455473,4.82646388080006e-05,4.82646385013896e-05,4.82646385022736e-05,0.0535653077346529,4.82646385023603e-05,4.82646385022654e-05,4.82646359904625e-05,4.82646385001414e-05,0.0547756100701618,4.8264638502522e-05,4.82646385024212e-05,4.82646385022498e-05,4.82646385022767e-05
"19327352839600",4.39856387335974e-05,0.0134166392304514,0.349743025472422,4.39856387336072e-05,4.39856387335153e-05,0.247632446435916,4.39856387335631e-05,4.39856387335883e-05,4.39856387335527e-05,4.39856387335244e-05,4.3985638733571e-05,4.39856387335649e-05,4.39856387335888e-05,4.39856394842318e-05,0.0490535084478503,0.108119569913704,4.39856387249576e-05,4.39856387335684e-05,4.39856387336029e-05,4.39856387336852e-05,4.39856387348856e-05,4.3985638831979e-05,4.39856387335694e-05,0.134924512744037,4.39856387336872e-05,4.39856387335719e-05,0.000379745777373728,4.39856378553161e-05,4.39856387335894e-05,4.39856387335788e-05,4.39856387337144e-05,0.0126126454396953,0.0457367375202342,4.39856387335465e-05,4.39856388006393e-05,4.39856387336082e-05,4.39856387335889e-05,4.39856387335666e-05,0.0371055854950125
"26628797242700",0.00139862738569435,4.64146235349217e-05,4.64146235349177e-05,4.64146235348527e-05,0.115158685215417,0.419354944014411,4.64146235349002e-05,4.64146235349956e-05,4.64146235346806e-05,4.64146235345993e-05,4.64146235349184e-05,4.64146236118039e-05,4.64146235348756e-05,4.64146235883265e-05,4.64146235349175e-05,4.64146235343706e-05,4.6414623534921e-05,4.64146235349513e-05,4.6414623534917e-05,4.64146235348014e-05,4.64146235348955e-05,4.64146235157071e-05,4.64146235349188e-05,0.356509049069936,4.64146235349067e-05,0.0359279809970938,4.64146235349237e-05,4.64146252207441e-05,4.64146235351001e-05,4.64146235348988e-05,0.070119030739417,4.64146235349069e-05,4.64146235349153e-05,4.64146235349175e-05,4.64146236344018e-05,4.64146235347237e-05,4.64146232216492e-05,4.64146235348858e-05,4.64146233322974e-05
"24051816866100",3.94518013334809e-05,3.94518013334829e-05,3.94518013334721e-05,3.945180133349e-05,3.94518013344024e-05,0.591003021606566,3.94518013334662e-05,3.94518013334756e-05,3.94518013334873e-05,3.94518013335154e-05,3.94518013334892e-05,3.94518015591111e-05,3.9451801333462e-05,3.94517984668371e-05,3.94518013512614e-05,0.124744018963072,3.94518013334891e-05,3.9451801333494e-05,3.94518013334769e-05,3.94518013334962e-05,3.94518013334872e-05,3.94518013334116e-05,3.94518014530963e-05,0.175202205271311,3.94518013334874e-05,3.94518013334842e-05,3.94518013341075e-05,0.0468676777565544,3.94518013334838e-05,3.94518013334813e-05,3.94518013334913e-05,3.9451801333496e-05,0.0172910340444862,3.94518013334876e-05,0.0435901329165085,3.94518013333254e-05,3.94518013334942e-05,3.94518013334847e-05,3.94518013334954e-05
"20186346298800",4.09381519348227e-05,4.09381519445708e-05,0.37352214519193,4.09381519347749e-05,4.09381519347277e-05,0.0593573991660103,4.09381519348221e-05,4.09381519348194e-05,4.09381519348237e-05,4.09381519348329e-05,0.122598890066573,4.09381519358739e-05,4.09381519347729e-05,0.00871935916219238,4.09381540699797e-05,4.0938151934823e-05,4.09381519348282e-05,4.09381519343876e-05,4.09381519348169e-05,4.09381519348274e-05,4.09381519354453e-05,4.09381513955773e-05,4.0938151396541e-05,0.401132497402384,4.09381519348062e-05,4.09381519348095e-05,0.00777535615718753,4.09381519350535e-05,4.09381519347825e-05,4.09381532959182e-05,4.09381519347786e-05,0.0255843319888734,4.09381519354466e-05,4.0938149933801e-05,4.09381515417504e-05,4.09381519348383e-05,4.09381519348227e-05,4.09381519348183e-05,4.09381548329534e-05
"38225208940600",3.93733128695886e-05,3.93733128695482e-05,3.93733128702718e-05,3.93733128695757e-05,3.93733128695249e-05,0.603333575060631,0.0355828423010023,3.93733128695158e-05,3.93733128695249e-05,3.93733128695654e-05,3.93733128695421e-05,3.93733128695231e-05,3.93733127614326e-05,3.93733128655846e-05,3.9373312869526e-05,3.93733128695207e-05,3.93733128694897e-05,3.93733128694197e-05,3.93733128695602e-05,3.93733128695228e-05,3.93733128694492e-05,3.93733128695399e-05,3.93733130663958e-05,0.125227062433657,0.132917261936496,3.93733128695048e-05,3.93733128695228e-05,3.93733128695255e-05,3.93733128695291e-05,3.93733128695206e-05,3.93733128696193e-05,3.93733128694955e-05,3.93733128401516e-05,3.93733128695189e-05,3.93733128705609e-05,3.9373312869479e-05,0.0214811811683586,3.93733128695187e-05,0.0801587577751033
"12025908436900",4.3928687500658e-05,4.39286875004495e-05,0.168374397710068,4.39286875006704e-05,4.39286875007447e-05,0.33644728311462,4.39286875012204e-05,4.39286875006944e-05,4.39286875006729e-05,4.39286875006844e-05,4.39286875007005e-05,4.39286875235916e-05,4.39286875006638e-05,4.3928687559602e-05,4.39286879690128e-05,4.3928687500677e-05,4.39286875006927e-05,4.39286875006768e-05,4.39286875006672e-05,4.392868750065e-05,0.0382919739637843,4.39286875008138e-05,4.39286875005918e-05,0.045076862650924,4.3928687500709e-05,0.00221390626074532,0.294637547191149,4.39286874250237e-05,4.39286875006139e-05,4.39286875006529e-05,4.39286875007705e-05,0.017276324685021,4.39286874066869e-05,4.39286875006762e-05,4.39286872806452e-05,4.39286875007463e-05,0.096319915111035,4.39286875006027e-05,4.39286874724008e-05
"32641751452800",4.9883397154273e-05,4.98833971542663e-05,4.98833971542761e-05,4.98833945407602e-05,0.287822891168879,0.430620604923959,4.98833971545889e-05,4.98833971542875e-05,4.98833971538988e-05,4.98833971541858e-05,4.98833971541915e-05,4.9883396824596e-05,4.98833971542947e-05,4.98833971543089e-05,0.0472225761049447,4.98833971542708e-05,4.98833971542579e-05,4.98833971542181e-05,4.98833971542461e-05,4.98833971542823e-05,0.0301210804336805,4.98833971995516e-05,4.98833965732502e-05,0.179386068743005,4.98833971542724e-05,4.98833975798627e-05,4.98833971542726e-05,0.0079049812134743,0.0153255287057785,4.98833971542629e-05,4.98833971542677e-05,4.98833971542714e-05,4.9883397375591e-05,4.98833973265364e-05,4.9883397154223e-05,4.9883397154191e-05,4.98833971542728e-05,4.98833971543574e-05,4.9883397157035e-05
"38654705670100",4.34858683088502e-05,4.34858683097405e-05,0.000533536155139715,4.34858682637757e-05,4.34858683096474e-05,0.643024915161001,4.34858683099131e-05,4.34858683097211e-05,4.34858683097144e-05,4.34858683096882e-05,4.34858683096331e-05,4.3485868309728e-05,4.34858683097169e-05,4.34858681295492e-05,4.34858683097168e-05,0.128796286512288,4.34858683100603e-05,4.34858683217371e-05,4.34858683097201e-05,4.34858683115645e-05,4.34858683046242e-05,4.34858683168804e-05,4.34858683033384e-05,0.0580991345020916,4.34858683097176e-05,4.34858683151807e-05,4.34858682740508e-05,4.34858694000908e-05,4.34858683097407e-05,4.34858683097204e-05,4.34858683138997e-05,0.0769772577370295,4.34858680712475e-05,0.0135779571459769,4.34858683097156e-05,4.34858683098394e-05,4.34858683098596e-05,4.34858683097021e-05,0.0775993649999528
"38654705667300",4.71516681565252e-05,4.71516681565724e-05,4.71516681565252e-05,4.71516681565052e-05,4.7151668156526e-05,0.437910435335983,4.71516681566043e-05,4.71516681565213e-05,4.7151668156527e-05,4.71516681565379e-05,4.71516681565238e-05,4.71516685331674e-05,4.7151668156618e-05,4.71516681565137e-05,4.71516681562935e-05,0.130296369726889,4.71516681565222e-05,4.71516681572458e-05,4.71516681565275e-05,4.71516681565133e-05,4.71516681593677e-05,4.71516681567215e-05,4.71516690612297e-05,0.109350311863975,4.71516681565271e-05,4.71516681565592e-05,0.0106112634470256,4.71516681500148e-05,4.71516681021756e-05,4.71516681565312e-05,4.71516681565281e-05,4.71516681564954e-05,4.71516693111417e-05,4.71516681564558e-05,4.71516681699865e-05,0.115774504054772,0.0699142775235526,4.71516681564615e-05,0.124633984664401
