"","BDNF_Granule1","CACNA1B_PAX2_Inh","FOXP2_Purkinje","Granule2","GRIA1_THY1_Inh","NXPH1_RELN_Inh","NXPH2_PVALB_Inh","PTPRK_PVALB_Inh","PTPRK_RELN_Inh","SNCG_Ex","SNCG_THY1_Inh","TRPC4_UBC"
"28776280913900",0.000128853769431079,0.000128853770096407,0.000128853769435981,0.172298215077398,0.000128853769431074,0.000128853769431076,0.000128853769431077,0.00012885376943108,0.000128853769431082,0.654323430344687,0.000128853769431068,0.172218670652364
"39513699156100",0.151972187334246,7.86076129624983e-05,7.86076133246552e-05,0.244245746456037,7.86076133288487e-05,7.86076133288546e-05,7.86076133288553e-05,7.86076133288443e-05,7.86076133288181e-05,0.603074597690128,7.86076133288429e-05,7.86076133288628e-05
"44667659904600",9.08981392991685e-05,0.000538546151071827,0.115281216921779,9.08981392991532e-05,9.08981392991825e-05,9.0898139299215e-05,0.00681715235602159,9.08981392991738e-05,9.08981392991825e-05,0.876635899456734,9.08981392991651e-05,9.08981392991728e-05
"38654705695800",8.50382036650105e-05,0.000106021428409107,0.0429033376808473,8.50382036648532e-05,9.11872782543186e-05,8.50382036650243e-05,8.50382036650132e-05,8.50382036650075e-05,0.0384141551758919,0.883307402628782,0.0346676665858254,8.50382036649996e-05
"45097156642100",0.000130798360269775,0.000130798360902361,0.000130798360269771,0.00013079836026975,0.000130798360269753,0.000130798360269772,0.00013079836026977,0.16463607031817,0.00013079836026977,0.830561235842361,0.00362550859640948,0.000130798360269773
"40802189342200",0.00010726193102144,0.0158706122168835,0.0111900020172454,0.0494217458991378,8.07541964590342e-05,0.00011743063125111,0.0749528617917886,0.00570340364347634,0.0154296012993938,0.826964817980425,8.07541964590378e-05,8.07541964590334e-05
"40802189342400",0.000131027388227546,0.000131027387789997,0.00971413143427505,0.00013102738822756,0.000131027388227548,0.000131027388227555,0.000460820792453554,0.00013102738822754,0.101943638891436,0.886833189776452,0.000131027388227576,0.000131027388227562
"41231686073200",0.0905866927078451,8.67914222700518e-05,8.67914222914637e-05,0.0492663122545735,8.67914222771099e-05,8.67914222771117e-05,8.67914222771098e-05,8.67914222771141e-05,8.67914222771048e-05,0.842236098292027,8.67914222770823e-05,0.0172165653673301
"49821620662400",0.103542961829984,0.000126443199617357,0.000126443199610889,0.0740869758786557,0.000126443199617324,0.00534518770338852,0.000126443199617358,0.000126443199617363,0.000126443199617345,0.81601332899104,0.000126443199617319,0.000126443199617365
"48103633749000",0.000132669598670291,0.00293800310423761,0.000132669598670294,0.000132669598670333,0.000132669598670288,0.000132669598670279,0.00976187108346414,0.040860016289712,0.0463364013522644,0.89917502097963,0.000132669598670294,0.000132669598670311
"45097156640900",0.00013229301626024,0.0001322930168064,0.0247739833225954,0.000132293016260244,0.0596911977715644,0.000132293016260231,0.0143266851822202,0.0714857380444766,0.000132293016260241,0.707016303648052,0.103333550290207,0.0187110766590374
"46815143554000",0.114518553848582,0.00646703116008997,0.00484348500150553,0.000132346292262448,0.0616201999539167,0.000132346292262441,0.000132346292262448,0.000132346292262457,0.000132346292262446,0.776886270613431,0.000132346292262449,0.0348703816689002
"47244640289100",0.000129433672663168,0.000129433672663163,0.0475832923600216,0.000129433672663144,0.000129433672663174,0.000129433672663166,0.000129433672663167,0.00307639263541977,0.0679224206246106,0.880382424998643,0.000129433672663146,0.000129433672663162
"53257594504600",0.000127808511033339,0.000127808511619316,0.125629611889253,0.000127808511033342,0.000127808511033324,0.000127808511033322,0.000127808511033305,0.000127808511033336,0.0640405269176326,0.809179584593229,0.000127808511033335,0.000127808511033337
"56693568337000",0.0120323850314631,0.000128106471204449,0.000128106465118188,0.139763274461953,0.000128106470478489,0.000128106470478485,0.000128106470478479,0.000128106470478489,0.049428614533149,0.797750874214242,0.000128106470478519,0.000128106470478486
"27917287453100",0.0218038408556374,0.00513880390456306,0.0183849360395748,0.150388453919794,0.000127856363825481,0.000127856363825501,0.00189838067264571,0.000127856363825496,0.000127856363825501,0.739935443084625,0.000127856363825506,0.0618108597040324
"39084202425600",9.2237078659381e-05,9.22370807422216e-05,0.0109091328775273,9.22370792224585e-05,9.22370786593519e-05,9.22370786593552e-05,9.22370786593791e-05,9.22370786593809e-05,0.0992270669824539,0.889033666429438,9.2237078659387e-05,9.22370786593753e-05
"33500744937900",0.000144123887603719,0.00206505832634113,0.00453274445142356,0.000144123887603773,0.000144123887603735,0.000144123887603766,0.0119120198708993,0.00014412388760376,0.0482487683526048,0.932232541785505,0.000144123887603758,0.000144123887603752
"36936718771300",0.107101985336729,0.000120407181099327,0.000120407181106683,0.135008154570985,0.000120407181099438,0.000120407181099426,0.000120407181099424,0.00012040718109942,0.000120407181099426,0.734758629201769,0.000120407181099433,0.0221679734417144
"31782758022100",0.198848566354714,0.000116838938774847,0.000116838940747523,0.20054888059542,0.000116838940701701,0.000116838940701697,0.000116838940701693,0.000116838940701688,0.000116838940701698,0.599551002585431,0.000116838940701692,0.000116838940701697
"37795712238700",0.0632399047753948,0.000131474615647798,0.000131474615614526,0.154210594605891,0.000131474615625191,0.000131474615625146,0.000131474615625149,0.000131474615625209,0.000131474615625131,0.781366229078076,0.000131474615625141,0.000131474615625146
"32641751482200",0.307483958281593,0.000121438434473149,0.000121438432308704,0.0146671502231926,0.000121438433875664,0.000121438433875662,0.000121438433875664,0.000121438433875665,0.0453551137498577,0.626321952897443,0.000121438433875647,0.00532175581175283
"37366215500900",0.0553390167682916,0.0137580086982967,7.99297465081534e-05,0.0704155661031841,7.99297465081635e-05,7.99297465081528e-05,7.9929746508151e-05,0.0339895317730415,7.99297465081564e-05,0.7930106724792,7.99297465081551e-05,0.033007625698937
"51969104315300",0.195457596105266,0.00763859594826198,0.000118581903967362,0.0795474702538813,0.0572263982542432,0.000118581903976891,0.000118581903976899,0.000118581903976909,0.000118581903976909,0.634629454425102,0.0247889935893933,0.00011858190397687
"31782758023400",0.000138135445709568,0.000138135444692726,0.113987132020584,0.000138135445709581,0.0312402774540324,0.000138135445709576,0.000138135445709573,0.000138135445709574,0.0149960145532459,0.830022413457304,0.000138135445709573,0.00878721439588326
"49821620667800",0.000134622549646826,0.000134622549643223,0.0529421498016482,0.000134622549646871,0.000134622549646938,0.000134622549646821,0.000134622549646831,0.000134622549646823,0.0976113086635897,0.848234938587944,0.000134622549646823,0.000134622549646829
"49821620662000",0.0508701110728176,8.47675920531859e-05,8.47675920572224e-05,0.0682987942898793,8.47675920532229e-05,8.47675920531834e-05,8.47675920531848e-05,8.4767592053171e-05,8.47675920531663e-05,0.727126548727265,8.47675920531744e-05,0.153026405173609
"35648228587800",0.0723351239541472,0.0421626658055971,0.000121875354990381,0.108526145184871,0.0241606852345278,0.000121875348725177,0.000121875348725125,0.000121875348725136,0.000121875348725139,0.743321550043287,0.000121875348725136,0.00876257767895426
"36077725315500",0.000134098613465523,0.0135049957452222,0.00289106618044215,0.000134098613465515,0.0220462851325594,0.000134098613465523,0.000134098613465522,0.000134098613465521,0.0185471866660917,0.835012374591806,0.107193500003086,0.000134098613465522
"50680614127100",0.000119685516304864,0.0761350242226138,0.000119685516304827,0.000119685516304842,0.022978239494129,0.000119685516304842,0.000119685516304849,0.000119685516304844,0.109793556698333,0.790135695454485,0.000119685516304845,0.000119685516304875
"56693568339100",8.57394082234847e-05,8.57394078738497e-05,0.0231452392283379,8.57394082235727e-05,0.158388075540806,8.5739408223504e-05,8.57394082234959e-05,8.5739408223499e-05,0.0306417325246761,0.783284947115088,0.00393982973387741,8.57394082235036e-05
"56693568338200",0.000141587110350213,0.00865349699692056,0.0501787104792276,0.000141587110350219,0.000141587110350209,0.000141587110350204,0.0406206069776267,0.000141587110350216,0.000141587110350227,0.894641861501907,0.00491421427186617,0.000141587110350213
"32641751478100",0.0768194864827219,0.000131508441663497,0.000131508441060397,0.00676054508189286,0.000131508441060403,0.000131508441060402,0.000131508441060374,0.000131508441060396,0.000131508441060397,0.915236392465239,0.000131508441060412,0.000131508441060399
"32641751481700",0.238178058322213,0.000129319219825004,0.000129319219251445,0.0138874983289778,0.000129319219251428,0.010405281482299,0.000129319219251467,0.000129319219251447,0.0258353323718012,0.710788594959375,0.000129319219251423,0.000129319219251447
"57552561796600",0.0725819992980168,8.3496337941819e-05,8.3496337948103e-05,0.177437699980296,8.34963379418159e-05,8.34963379418238e-05,8.34963379418159e-05,8.34963379418191e-05,8.34963379418068e-05,0.746196397989411,8.34963379418294e-05,0.00311593202873482
"33071248209400",0.206818388745671,0.000115290360310738,0.000115290360305026,0.113458641456352,0.00011529036031074,0.000115290360310737,0.000115290360310738,0.000115290360310719,0.000115290360310739,0.678685356555186,0.000115290360310697,0.000115290360310737
"54546084692800",8.68494939811492e-05,8.68494939811509e-05,0.0888503936865269,8.68494939811453e-05,8.68494939811507e-05,8.68494939811563e-05,0.0388150925742499,8.68494939811599e-05,0.015141752062925,0.856497965724449,8.68494939811507e-05,8.68494939811389e-05
"34789235126300",0.000132945169713382,0.000132945169709192,0.0335747514269972,0.000132945169713369,0.0083954396941426,0.000132945169713327,0.015188114920224,0.000132945169713379,0.0193022622998645,0.922608815470782,0.000132945169713347,0.00013294516971332
"54116587960500",0.198212900985586,0.000134414795257391,0.000134414795262027,0.0528603091444439,0.000134414795260697,0.00013441479526069,0.000134414795260698,0.000134414795260708,0.000134414795260707,0.747717056712626,0.000134414795260706,0.0001344147952607
"54116587957100",0.000152214863050118,0.0455966277910935,0.000121406310885678,0.0599551136628408,0.000121406310882622,0.000121406310882631,0.000121406310882627,0.000121406310882632,0.0415748097692182,0.816347055230965,0.000121406310882624,0.0356457408175337
"53687091233600",0.000130984561764103,0.000130984561764816,0.177254290667043,0.0001309845617641,0.000130984561764103,0.000130984561764099,0.000130984561764103,0.000130984561764093,0.00158681038367604,0.819980037893404,0.000130984561764108,0.000130984561764118
"54975581416700",0.0853325359362764,0.00012835010869073,0.000128350107930139,0.190894794513003,0.000128350107940477,0.00012835010794048,0.000128350107940381,0.000128350107941463,0.000128350107940491,0.722617518578515,0.000128350107940435,0.00012835010794048
"54975581422200",0.000143397189812634,0.000143397190606582,0.0654023988934644,0.000143397189812644,0.000143397189812675,0.000143397189812644,0.000143397189812633,0.000143397189812696,0.012169634868784,0.921137391528644,0.000143397189812653,0.000143397189812674
"34359738400100",0.15484068482806,0.000117652962913457,0.000117652967818536,0.0813156670117797,0.000117652967819646,0.000117652967819516,0.000117652967819518,0.000117652967819433,0.0317512089258661,0.731151215496645,0.000117652967819497,0.000117652967819513
"32212254749200",0.000145009588137882,0.000145009588553023,0.0418880682153177,0.000145009588137879,0.00104671232527165,0.000145009588137871,0.000145009588137884,0.00564712359422451,0.0176121819444498,0.932790846803356,0.00014500958813789,0.000145009588137843
"55405078149100",0.000129220131828766,0.000129220131828766,0.0436147846138665,0.00012922013182877,0.000129220131828742,0.000129220131828754,0.0597903865734671,0.00012922013182876,0.0357553601541731,0.793283118645467,0.066651809090225,0.000129220131828762
"33930241671000",0.175911124756822,0.0211153084984015,0.00454408157942429,0.014491797622999,0.0129037781327243,0.000107776409699671,0.00010777640969967,0.000107776409699674,0.077137922319862,0.619993116324338,0.000107776409699671,0.0734717651266306
"38225208968000",0.126710808242604,0.000127722309093275,0.000127722310045338,0.196116996807939,0.000127722309083279,0.00012772230908325,0.000127722309083246,0.000127722309083268,0.000127722309083278,0.676022694166735,0.000127722309083267,0.00012772230908328
"45526653366800",0.0418648778737371,0.000128233134949426,0.000128233134458868,0.165389844594142,0.000128233134448897,0.000128233134448868,0.000128233134448909,0.000128233134448945,0.000128233134448897,0.791591179321571,0.000128233134448867,0.000128233134448896
"38654705697900",0.160109167161662,0.00315669018350539,0.000122117939439871,0.11920472029097,0.00012211793943393,0.000122117939433925,0.00012211793943392,0.000122117939433919,0.000122117939433928,0.716552478848386,0.000122117939433928,0.000122117939433931
"39084202427000",0.20618920010511,8.17283644366839e-05,8.17283644389399e-05,0.106800683484026,8.17283644366938e-05,8.17283644366828e-05,8.17283644367958e-05,8.17283644366961e-05,8.17283644366957e-05,0.686274561130931,8.17283644366809e-05,8.17283644366827e-05
"46385646826500",0.0481593108670541,0.000135733832376208,0.000135733832359411,0.138542425040375,0.00608033617289076,0.000135733833287999,0.0148068792831418,0.000135733833287997,0.000135733833287997,0.791460911805363,0.000135733833287999,0.000135733833287998
"28776280913300",0.204547211220052,0.000120834810226546,0.000120834810217574,0.11901960331766,0.000120834810217428,0.00012083481021742,0.000120834810217432,0.000120834810217428,0.000120834810217408,0.675345672170322,0.000120834810217418,0.000120834810217427
"28776280912200",0.0143359964821555,0.00470624385420118,0.0158568683517958,0.067789172723815,0.000122112274460294,0.000122112274460304,0.000122112274460304,0.000122112274460304,0.00105281935241376,0.711485771068828,0.00012211227446029,0.184162566794489
"41661182805500",0.000130541589683477,0.000130541589687362,0.0425140672264914,0.0409243770421959,0.000130541589683479,0.000130541589683476,0.000130541589683479,0.000130541589683471,0.000130541589683483,0.839225013991555,0.000130541589683475,0.0762922090222862
"41661182797000",0.0247984665349991,0.000122954130782653,0.000122954130851459,0.170531502724711,0.0302892744330842,0.000122954130855716,0.00012295413085571,0.000122954130855747,0.00012295413085572,0.773397123260437,0.000122954130855718,0.000122954130855718
"40802189345900",0.0231901665580946,9.20010019889655e-05,9.20010017848658e-05,0.0399141383408323,0.0520016203912521,9.20010017989853e-05,9.20010017937727e-05,9.20010017989516e-05,9.20010017989901e-05,0.884158066695258,9.20010017989809e-05,9.20010017989855e-05
"40802189344100",0.127169881431461,7.85490122884953e-05,7.85490085478858e-05,0.195357599775525,7.85490085609562e-05,7.85490085609619e-05,7.85490085609793e-05,7.85490085609743e-05,7.85490085609525e-05,0.676765577712251,7.85490085609095e-05,7.85490085609564e-05
"40372692615900",0.262585868191217,0.000123097251697479,0.000123097248704432,0.100410999777014,0.000123097248701796,0.000123097248701786,0.000123097248701817,0.00012309724870177,0.000123097248701782,0.635895256790454,0.000123097248701988,0.000123097248701786
"42520176264600",0.0577586778024581,8.74184873160379e-05,8.74184873148656e-05,0.195912467599259,8.74184873137504e-05,8.74184873137291e-05,8.74184873137423e-05,8.74184873137325e-05,8.74184873137337e-05,0.745542088212455,8.74184873137427e-05,8.74184873137343e-05
"39943195885700",0.19996548183243,0.000123643581835379,0.000123643584100318,0.150467381427693,0.000123643584101934,0.000123643584101956,0.000123643584101943,0.00012364358410207,0.000123643584101951,0.648454344485227,0.000123643584102009,0.00012364358410202
"47674137014700",0.00013810084161211,0.000138100841612095,0.00013810084161209,0.000138100841612079,0.000138100841612071,0.000138100841612117,0.109713781186296,0.000138100841612091,0.00013810084161209,0.888905210397583,0.000138100841612115,0.000138100841612096
"37366215507900",0.000134785832879212,0.000134785833327774,0.0179964606960289,0.000134785832879191,0.0683082527672965,0.000134785832879156,0.000134785832879216,0.000134785832879211,0.0507578647883044,0.861859135084888,0.000134785832879214,0.000134785832879224
"47674137013000",9.84724079487175e-05,9.8472407960059e-05,0.006353316969713,9.84724079487402e-05,9.84724079487166e-05,9.84724079486958e-05,9.84724079487473e-05,9.84724079487221e-05,9.84724079487228e-05,0.992661958950788,9.84724079486997e-05,9.84724079487028e-05
"36936718776100",0.18734639559291,0.000109804817821566,0.000109804817824678,0.0625426950934415,0.000109804817821567,0.035168407938863,0.000109804817821567,0.000109804817821567,0.0207999777369903,0.585072815164749,0.000109804817821566,0.108410879566114
"48533130477800",0.0954120444093848,0.000121464529347648,0.000121464529853871,0.22446927224781,0.000121464529370195,0.00292042502043581,0.000121464529370176,0.00012146452937018,0.000121464529370188,0.676226542086947,0.000121464529370193,0.000121464529370176
"48533130473400",0.156502387814361,0.00208533874914411,0.000118186931807045,0.0538600836552924,0.000118186931803974,0.00011818693180396,0.000118186931803934,0.000118186931803934,0.0297753432405577,0.756949538018015,0.000118186931803945,0.000118186931803931
"46815143553000",0.137274797279663,8.37095566989003e-05,8.37095663186931e-05,0.126298576907641,8.37095555258459e-05,8.37095555258432e-05,8.37095555258535e-05,8.37095555258624e-05,8.37095555258623e-05,0.735673239800998,8.37095555258996e-05,8.37095555258417e-05
"45097156634200",0.000128031578806919,0.000128031579512113,0.141442001148902,0.000128031578806876,0.0341562279367866,0.000128031578806852,0.000128031578806907,0.000128031578806902,0.000128031578806902,0.823249486704345,0.000128031578806908,0.000128031578806882
"45097156635200",0.0178573302360791,0.00878798739755065,0.0187703063222756,8.60467296522453e-05,8.60467296522447e-05,0.00109352767778127,8.60467296522505e-05,8.60467296522411e-05,8.60467296522454e-05,0.87995473755739,0.0730198304310098,8.60467296522462e-05
"45526653362100",0.000140958133861697,0.000140958133861935,0.00608567265059278,0.000140958133861726,0.000140958133861474,0.000140958133861689,0.000140958133861707,0.000140958133861754,0.000140958133861722,0.874391965648537,0.0493197300453712,0.0690749665846051
"45526653366300",0.018389806337711,0.000138099994184926,0.000138099993373106,0.126998516537063,0.00013809999337371,0.000138099993373717,0.000138099993373704,0.000138099993373798,0.000138099993373714,0.853368777184051,0.000138099993373744,0.00013809999337371
"45526653370400",0.000138532406801727,0.0190015236758662,0.0236414610058936,0.000138532406801737,0.000138532406801741,0.000138532406801716,0.000138532406801733,0.000138532406801739,0.000138532406801733,0.884871005038853,0.0542433137425044,0.0172729696892707
"45956150094100",0.0154563496508656,0.000119861772173104,0.000119861772173398,0.253369101009221,0.000119861772173446,0.000119861772173443,0.000119861772173448,0.000119861772173459,0.000622873480998537,0.728058281551001,0.000119861772173449,0.00165436190270023
"45956150094700",0.000124819381449479,0.000124819381420623,0.119732048756406,0.00012481938144946,0.000124819381449456,0.00012481938144945,0.00603764736541904,0.000124819381449458,0.0203390154685777,0.85289273335803,0.000124819381449458,0.00012481938144946
"45956150096800",0.162578955473003,0.000121263270535237,0.000121263276644497,0.131528972052252,0.000121263270533231,0.000121263270533245,0.0507761794449331,0.000121263270533225,0.0154042510300623,0.638862799099904,0.000121263270533232,0.00012126327053323
"45956150097700",8.23341579471269e-05,8.23341579460949e-05,0.161785888492762,8.23341579471454e-05,0.0361653849908086,8.23341579471358e-05,8.23341579471431e-05,8.23341579471404e-05,8.23341579471318e-05,0.801307719094907,8.23341579471489e-05,8.23341579471212e-05
"42090679531600",0.0725123421250773,7.74927347838532e-05,0.0487322617722271,0.0772282277391643,7.74927347838525e-05,0.015464615751447,7.74927347838526e-05,7.74927347838531e-05,0.0393488324147389,0.746248763788642,7.74927347838569e-05,7.74927347838537e-05
"42520176255400",0.0249112201912244,8.70991729825131e-05,0.025493162926496,0.0574325770298662,8.70991775432381e-05,8.70991775432335e-05,8.70991775432404e-05,8.70991775432266e-05,8.70991775432282e-05,0.891466246436628,8.70991775431965e-05,8.70991775432382e-05
"42520176255500",0.0877141673494097,0.000130478336265578,0.000130478337327115,0.0772218605756975,0.000130478337310268,0.00268239006230599,0.000130478337310269,0.00013047833731028,0.000130478337310265,0.831337755315133,0.000130478337310244,0.000130478337310265
"42520176262200",0.0361436478949569,0.0140830431072072,0.000130764362907449,0.0399368088036633,0.00013076436290413,0.000130764362904096,0.0218193916898216,0.000130764362904121,0.0485046967396186,0.816784114331885,0.0220744756183234,0.000130764362904135
"42520176263600",0.193588875850235,0.000116978145261176,0.000116978145441461,0.143179144879717,0.000116978145483927,0.00234862170612692,0.000116978145483932,0.000116978145483915,0.000116978145483931,0.659947532400315,0.000116978145483948,0.00011697814548393
"42949672993600",0.164360587475188,8.45491852275929e-05,8.45491855636745e-05,0.0905620300026335,8.4549185561683e-05,8.45491855616776e-05,8.45491855617019e-05,8.45491855616805e-05,8.45491855617135e-05,0.744316439852455,8.45491855616659e-05,8.45491855616836e-05
"43379169723500",0.194528945567962,0.00011671391305515,0.000116713913088317,0.187437094793861,0.000116713913088317,0.000116713913088314,0.00785756300414704,0.000116713913088315,0.0141019095054048,0.59525748973704,0.000116713913088275,0.000116713913088335
"44667659910900",0.0229789647423834,0.00012852469963276,0.000128524699052103,0.000128524699052105,0.00012852469905211,0.000128524699052101,0.000128524699052105,0.000128524699052102,0.144233563475824,0.831630749489743,0.000128524699052109,0.000128524699052128
"49392123933300",0.000139310146882647,0.000139310146882636,0.000139310146811492,0.000139310144863324,0.000139310146882635,0.000139310146882627,0.000139310146882635,0.000139310146882633,0.107766605361989,0.890840293171275,0.00013931014688246,0.000139310146882642
"48533130478300",0.000122732025567464,0.000122732025567454,0.0786293233234066,0.000122732025567456,0.0842015041929565,0.000122732025567457,0.000122732025567456,0.000122732025567467,0.022012512253507,0.770900862957134,0.0433966730940236,0.000122732025567456
"49392123931300",0.000119593255903028,0.000119593255903028,0.000119593255903027,0.0238277560750545,0.0127087483587623,0.0217284055580176,0.0275676154587641,0.000119593255903029,0.000119593255903028,0.732439664560103,0.000119593255903008,0.18101025045388
"49392123934000",0.0513583471707951,0.0359668955192237,0.000121068107468096,0.0672311738950472,0.000121068107474105,0.000121068107474097,0.000121068107474113,0.000121068107474103,0.0162030786315483,0.792111662193518,0.000121068107474108,0.0364024339450295
"49392123935800",0.0382038214781362,0.000125282502210082,0.000125282501735983,0.12202281459173,0.000125282501736008,0.0299767770917451,0.016562857231632,0.000125282501735984,0.000125282501735982,0.786878146631324,0.000125282501736059,0.00560388796454277
"49392123936000",0.188938617836709,0.000120088485745254,0.000120088485086461,0.124553839961382,0.000120088485086455,0.000120088485086405,0.000120088485086473,0.000120088485086483,0.000120088485086465,0.685426745835472,0.000120088485086448,0.000120088485086461
"46815143554100",0.112035804196255,9.00759960084854e-05,9.00759978327842e-05,0.00650096181255348,9.00759978431964e-05,9.007599784324e-05,9.00759978432176e-05,9.00759978432386e-05,9.00759978432399e-05,0.880652550012448,9.00759978432548e-05,9.00759978432425e-05
"46815143560000",0.000129108449355431,0.0535439053715173,0.000129108449355428,0.000129108449355415,0.00211466176523562,0.000129108449355424,0.000129108449355423,0.159962268620529,0.000129108449355428,0.783346296647875,0.000129108449355429,0.000129108449355419
"47674137013200",0.0607759104227926,0.0162757349906926,7.75890555452934e-05,0.107434203569649,7.75890555596017e-05,7.75890555596235e-05,7.75890555596227e-05,7.75890555596233e-05,7.75890555596256e-05,0.763251759956296,0.051719267671667,7.75890555596213e-05
"48103633740500",0.000140225848972083,0.00889383706121434,0.00316816206781702,0.000140225848972063,0.018506609832192,0.000140225848972093,0.00014022584897209,0.0110222304246673,0.0173210206453146,0.940202248731835,0.000184761992099589,0.000140225848972133
"48103633743700",0.0669618120162353,0.000138377147626486,0.000138377146834753,0.0770656946414116,0.000138377146842806,0.000138377146842821,0.000138377146842837,0.000138377146842868,0.000138377146842849,0.854727099019992,0.000138377146842823,0.00013837714684285
"48103633746800",0.119767854054233,7.71786581277402e-05,7.71786572841003e-05,0.178842673124336,7.7178657286737e-05,7.71786572867398e-05,7.71786572867812e-05,7.71786572867519e-05,7.71786572867671e-05,0.700694864905012,7.71786572867592e-05,7.71786572866961e-05
"48103633748100",0.119600128108893,0.000122283400094474,0.000122283400095834,0.0168808500876239,0.000122283400095834,0.000122283400095835,0.0164852987626934,0.000122283400095836,0.000122283400095832,0.778706112216419,0.000122283400095832,0.0674716270237013
"33930241667800",0.0184632217955323,0.000127634123533868,0.0895387029102895,0.000127634122974847,0.000127634122974847,0.000127634122974866,0.000127634122974846,0.00712244659535094,0.00012763412297485,0.88385455571447,0.000127634122974848,0.000127634122974836
"33071248208700",0.13725686870883,0.000118708264032662,0.000118708269098626,0.19788997180736,0.000118708269109384,0.000118708269109421,0.000118708269109433,0.000118708269109438,0.000118708269109383,0.659885035542095,0.000118708269109411,0.00401845779392704
"33071248208800",0.0529845465668189,0.000118110963054982,0.000118110962378496,0.13036517000544,0.000121699287275663,0.000118110962383411,0.00011811096238335,0.0070874419625568,0.000118110962383347,0.700974950271669,0.000118110962383349,0.107757526131273
"33071248211100",8.27321418182473e-05,8.27321401930507e-05,8.27321418400828e-05,0.24862463339627,8.27321418180611e-05,8.27321418182819e-05,8.27321418182606e-05,8.27321418182484e-05,8.27321418182497e-05,0.750548045187151,8.27321418182068e-05,8.2732141818247e-05
"33071248212300",0.000151394429022817,0.000151394429022902,0.000852252992131787,0.000151394429022715,0.0957989366887002,0.000151394429022833,0.178744405487355,0.000151394429022811,0.000151394429022808,0.723393249399631,0.00015139442902281,0.000151394429022815
"33500744938500",0.0001399234537878,0.000139923453785236,0.000139923453062643,0.0109751529032623,0.0361753448393527,0.000139923453787805,0.000139923453787801,0.000139923453787798,0.000139923453787802,0.898032715699037,0.000139923453787785,0.0536973989287739
"33500744940900",0.158793588644803,0.000115600499409711,0.000115600499008912,0.18545058929448,0.000115600499008908,0.000115600499008911,0.000115600499008907,0.000115600499008857,0.000115600499008903,0.654715417569235,0.000115600499008909,0.000115600499008929
"33930241670000",0.0669332818297623,0.000125641011923101,0.000125641014016696,0.0477148040517446,0.000125641014028917,0.000125641014028863,0.000125641014028855,0.000125641014028869,0.0767663500269034,0.807580435981477,0.000125641014028868,0.000125641014028856
"34359738396700",0.000131450283349153,0.0305224282734657,0.000227297385807118,0.000131450283349121,0.0461369012719072,0.000131450283349125,0.000131450283349112,0.000131450283349113,0.036602141798001,0.885591079287375,0.000131450283349118,0.000131450283349111
