Gene,0.3,1.0,3.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
BDNF,0.21474223032524362,0.18213137832181522,0.17555884842283798,0.20901379042611468,0.22271076532210715,0.2355742736242558,0.26658845629436534,0.2492628125837495,0.2397268040378737,0.2900480186090642
CACNA1H,0.2456763282563333,0.24052760043298216,0.15716390872991112,0.21031895180858873,0.21080293195280542,0.22741214067603535,0.21234313497272217,0.1906553969547617,0.2590658157554956,0.27429507107494794
CCK,0.1810687676087027,0.15156391380468467,0.1751797368186681,0.1600970836411588,0.1759107250113033,0.20941536703834077,0.08811226873717037,0.1927771255031929,0.16467330515058476,0.27069490645174293
CCN2,0.19393238584985348,0.09502293985258856,0.13561037100073564,0.17040711240747375,0.18006258121686297,0.1972619782338089,0.2543051231239171,0.23496085567686628,0.2179377671753382,0.13699991366899736
DACH1,0.24109186807151464,0.23316482528201438,0.19590741906334955,0.17335745836034253,0.2102404766906911,0.21395404557828104,0.24236765587586742,0.24851720623122184,0.2292874431297357,0.28664796637082607
DACH2,0.24074007073360898,0.2517467735706272,0.18138629603883955,0.19028300823250477,0.19013977315690112,0.24031216513085418,0.26560878723962705,0.25316756388294315,0.2784699514976827,0.3159529264787623
GAD2,0.25588724329062457,0.22423613042954546,0.146450164846807,0.11984528370797763,0.16000641089679798,0.1586680300305137,0.16177118860637194,0.15874550766387419,0.15202659346727915,0.13366798351338874
GRIA4,0.2264557265238805,0.20499300486867492,0.18972913274211886,0.1930930460434584,0.21750959988137292,0.25280595662804267,0.25093284062046983,0.2608359807032476,0.29064638962901446,0.279734991871877
LYPD1,0.21324097554582988,0.20810179597476497,0.20463875549708077,0.17408873586477788,0.2664857264847577,0.3133342967147553,0.36783255556735756,0.37020788921479847,0.31677057893158006,0.4571861796064612
MBP,0.252779613500677,0.19761541400369526,0.1972745969172629,0.19806559669547957,0.2352915537249143,0.10810762966966128,0.09844897184785571,0.008006475562566426,0.003392617911957948,0.0
MEIS2,0.2659433931007431,0.23160185726771512,0.09950537998767651,0.13280542950737845,0.1599232877029414,0.2235457372615701,0.2006453966332016,0.259579816062267,0.2954767938682966,0.29505749889140864
NR2F2,0.2791627840188351,0.2370308010451857,0.166150080547385,0.205160174739693,0.24656155240726593,0.2397521442610669,0.22474322360335192,0.3520423790666904,0.38829324719404207,0.49761936388551503
NRIP3,0.24444742242049397,0.14491212285187322,0.10389468777212009,0.14425029625455285,0.16674614474136737,0.22834600094822247,0.16543257851857107,0.201374201798139,0.2447096876495999,0.29715139393008067
NRP2,0.2487645840114467,0.17578232769843194,0.12912671469968168,0.17784082744382884,0.16133319951401143,0.15172433398167623,0.20036894995339238,0.20679579696276684,0.17397196453971348,0.20633036212088054
NTS,0.2731343080901339,0.2679231269083861,0.1618016719471842,0.1770284706207579,0.16556348437288523,0.21811242603083283,0.2857605040329564,0.2517051835456799,0.39243385090924454,0.496457020483584
PCP4,0.21574218001443088,0.16152765077401848,0.07479821155280465,0.18365690051607583,0.18932683913789922,0.13989704310060364,0.18128847933324424,0.1399989532839906,0.0,0.014141169007704001
PVALB,0.2061152039688271,0.1803178442632408,0.23448986876348377,0.21455847258640937,0.2766443395234625,0.2703547116304862,0.2044414575652477,0.07889207198122954,0.0,0.0
RARB,0.2745469605292868,0.20671733834154915,0.16666088582081945,0.20686828249401107,0.2341235374959002,0.1939191391025691,0.252931239473844,0.2665912121012406,0.28088316534734104,0.25531552420312137
SATB1,0.21542479027857822,0.2159145772519477,0.2296814804833687,0.20446672091357349,0.23309157650821583,0.23771392845013453,0.2375771322610801,0.21771767538129969,0.2310162404095787,0.31469712618821966
SATB2,0.2380661667953811,0.17120536960893126,0.1814191813806642,0.17029506995240326,0.1820157074974975,0.20169437446773889,0.1332164535303568,0.2040442772841531,0.2179689241932202,0.2219181556717407
SLC17A6,0.22283725987642947,0.23569777859398355,0.20740455527424723,0.2251973876618872,0.25803939993826536,0.2560300609745046,0.29700756808366513,0.27100621778019196,0.30010613151115056,0.3706186315617987
SLC6A7,0.22987119723738864,0.18752830811534954,0.15054026098742126,0.15209726651011723,0.1233990040167371,0.14921657668362015,0.16322190552788912,0.2060499105872741,0.19508081071933692,0.31176356276460243
SLIT1,0.13402520154331202,0.0955345668444559,0.08515244086467538,0.16642557101785907,0.13118647742061665,0.19302718673398073,0.12753817653656097,0.21776421737874296,0.1930131242748503,0.16609160525654929
SST,0.25471659222090925,0.2020625371539589,0.1428338706936293,0.22824110211482465,0.21568290723944958,0.17000553587884254,0.2420435932214486,0.2552702700182893,0.3446149679921511,0.4510549404162608
ZNF385B,0.19747657478936365,0.14310222914796808,0.23063543656372906,0.20056331153347443,0.18303839250994094,0.18368500719089212,0.1776239899868378,0.20718512824632215,0.017530790666406993,0.025164117132489505
